  1759	piezas	    8274	    5423
  1760	límites	    8253	    5409
  1761	aproximadamente  	    8250	    5407
  1762	abre	    8247	    5405
  1763	david	    8244	    5403
  1764	llevado	    8226	    5392
  1765	privado	    8226	    5392
  1766	salón	    8223	    5390
  1767	roberto	    8210	    5381
  1768	actuales	    8208	    5380
  1769	graves	    8202	    5376
  1770	sonrisa	    8200	    5374
  1771	uu	    8199	    5374
  1772	foto	    8191	    5369
  1773	perspectiva	    8190	    5368
  1774	cifra	    8189	    5367
  1775	crédito	    8189	    5367
  1776	interesante	    8184	    5364
  1777	constitucional	    8179	    5361
  1778	aceptar	    8175	    5358
  1779	producido	    8174	    5357
  1780	bolsa	    8167	    5353
  1781	factor	    8162	    5350
  1782	noches 	    8157	    5346
  1783	reconocimiento 	    8149	    5341
  1784	juventud	    8145	    5338
  1785	habitual	    8144	    5338
  1786	categoría	    8143	    5337
  1787	requiere	    8142	    5336
  1788	fuese	    8134	    5331
  1789	impresión	    8132	    5330
  1790	llamar	    8131	    5329
  1791	duro	    8129	    5328
  1792	universal	    8125	    5325
  1793	explicar	    8124	    5325
  1794	presentan 	    8121	    5323
  1795	realización	    8115	    5319
  1796	rápido	    8110	    5316
  1797	científicos	    8108	    5314
  1798	serio	    8100	    5309
  1799	científico	    8093	    5304
  1800	comprender 	    8093	    5304
  1801	reino	    8093	    5304
  1802	preparación	    8088	    5301
  1803	síntomas 	    8088	    5301
  1804	recuperación	    8087	    5300
  1805	utilización	    8085	    5299
  1806	fuertes	    8083	    5298
  1807	sonido	    8082	    5297
  1808	inteligencia	    8078	    5295
  1809	conversación 	    8076	    5293
  1810	establece	    8073	    5291
  1811	hubiese 	    8065	    5286
  1812	plena	    8065	    5286
  1813	venía	    8061	    5283
  1814	realizó	    8052	    5277
  1815	aznar	    8042	    5271
  1816	daniel	    8041	    5270
  1817	francesa	    8036	    5267
  1818	legal	    8029	    5262
  1819	abrió	    8021	    5257
  1820	alegría	    8010	    5250
  1821	ojo	    8010	    5250
  1822	ocurrido	    8008	    5249
  1823	díaz	    8005	    5247
  1824	vuelto	    7995	    5240
  1825	diputado	    7991	    5237
  1826	correspondiente	    7977	    5228
  1827	interna	    7970	    5224
  1828	musical 	    7969	    5223
  1829	segundos 	    7969	    5223
  1830	recientemente 	    7967	    5222
  1831	empieza 	    7960	    5217
  1832	decreto	    7947	    5209
  1833	china	    7939	    5203
  1834	pareció	    7927	    5196
  1835	células	    7926	    5195
  1836	suelen	    7925	    5194
  1837	perfectamente 	    7923	    5193
  1838	azúcar 	    7919	    5190
  1839	inversiones	    7917	    5189
  1840	concentración 	    7911	    5185
  1841	espalda 	    7910	    5184
  1842	producen 	    7906	    5182
  1843	democrática 	    7897	    5176
  1844	respondió	    7897	    5176
  1845	sucede 	    7885	    5168
  1846	contexto	    7884	    5167
  1847	claramente 	    7881	    5165
  1848	paredes 	    7876	    5162
  1849	motivos	    7875	    5161
  1850	ciencias	    7872	    5159
  1851	tuve	    7872	    5159
  1852	isabel	    7871	    5159
  1853	argentino	    7868	    5157
  1854	inicio	    7865	    5155
  1855	mercados  	    7865	    5155
  1856	métodos 	    7859	    5151
  1857	estudiar	    7858	    5150
  1858	interpretación	    7857	    5150
  1859	culturales	    7855	    5148
  1860	prisión	    7854	    5148
  1861	llevan	    7847	    5143
  1862	amplio	    7840	    5139
  1863	queremos  	    7840	    5139
  1864	apertura	    7836	    5136
  1865	dedos 	    7836	    5136
  1866	vale	    7836	    5136
  1867	creer	    7829	    5131
  1868	voto	    7829	    5131
  1869	participar	    7827	    5130
  1870	corrupción	    7817	    5123
  1871	histórica	    7815	    5122
  1872	teresa	    7814	    5121
  1873	papá 	    7812	    5120
  1874	voces 	    7808	    5118
  1875	pienso	    7786	    5103
  1876	ángel	    7784	    5102
  1877	inicial	    7783	    5101
  1878	escala	    7768	    5091
  1879	estrellas	    7765	    5089
  1880	página	    7755	    5083
  1881	guatemala 	    7751	    5080
  1882	temor 	    7743	    5075
  1883	encontrado 	    7742	    5074
  1884	compra 	    7739	    5072
  1885	pensó 	    7731	    5067
  1886	dudas 	    7717	    5058
  1887	reconocer 	    7716	    5057
  1888	máxima  	    7713	    5055
  1889	actuar	    7709	    5053
  1890	reales	    7697	    5045
  1891	universo	    7687	    5038
  1892	directo	    7683	    5036
  1893	negociaciones 	    7679	    5033
  1894	ricardo	    7677	    5032
  1895	instalaciones	    7675	    5030
  1896	artículos	    7672	    5028
  1897	aparato	    7671	    5028
  1898	lleno	    7671	    5028
  1899	intelectual	    7666	    5024
  1900	cifras	    7664	    5023
  1901	jardín	    7657	    5019
  1902	vacío	    7654	    5017
  1903	ciclo	    7653	    5016
  1904	valle	    7653	    5016
  1905	pensaba 	    7651	    5015
  1906	forman 	    7649	    5013
  1907	dirigente	    7646	    5011
  1908	pide	    7645	    5011
  1909	vehículos	    7641	    5008
  1910	cuestiones 	    7639	    5007
  1911	puesta 	    7639	    5007
  1912	llamó	    7635	    5004
  1913	ruiz	    7634	    5003
  1914	mostró 	    7625	    4998
  1915	pecho 	    7617	    4992
  1916	honor	    7615	    4991
  1917	pedir	    7610	    4988
  1918	formar	    7606	    4985
  1919	numerosos  	    7605	    4984
  1920	seguramente  	    7605	    4984
  1921	extraño	    7603	    4983
  1922	recurso	    7602	    4983
  1923	independiente	    7598	    4980
  1924	posiciones	    7594	    4977
  1925	sociedades 	    7593	    4977
  1926	exteriores	    7588	    4973
  1927	cita	    7581	    4969
  1928	periodo	    7574	    4964
  1929	propuestas 	    7573	    4964
  1930	empleados  	    7571	    4962
  1931	teniendo	    7567	    4960
  1932	agencia 	    7565	    4958
  1933	cuadros 	    7564	    4958
  1934	partida	    7564	    4958
  1935	tensión	    7564	    4958
  1936	raúl	    7555	    4952
  1937	mirar	    7552	    4950
  1938	rica	    7549	    4948
  1939	mexicano 	    7547	    4946
  1940	modelos 	    7539	    4941
  1941	regreso	    7538	    4941
  1942	gobiernos	    7537	    4940
  1943	constituyen	    7535	    4939
  1944	absoluta	    7533	    4937
  1945	clima	    7523	    4931
  1946	criterio	    7521	    4929
  1947	latina	    7521	    4929
  1948	continúa	    7515	    4925
  1949	punta	    7513	    4924
  1950	amplia	    7510	    4922
  1951	registro	    7507	    4920
  1952	sesión	    7507	    4920
  1953	patria	    7506	    4920
  1954	posee 	    7506	    4920
  1955	entró	    7504	    4918
  1956	servir	    7502	    4917
  1957	lluvia	    7501	    4916
  1958	ganado 	    7498	    4914
  1959	pasando 	    7493	    4911
  1960	construir	    7492	    4910
  1961	completa 	    7490	    4909
  1962	personales 	    7490	    4909
  1963	reducir	    7480	    4903
  1964	desarrollar	    7478	    4901
  1965	alcance 	    7477	    4901
  1966	deporte	    7475	    4899
  1967	pacto	    7475	    4899
  1968	elaboración	    7473	    4898
  1969	quedaba 	    7472	    4897
  1970	vicepresidente	    7472	    4897
  1971	alcohol	    7471	    4897
  1972	etcétera	    7471	    4897
  1973	fórmula	    7458	    4888
  1974	inferior	    7451	    4884
  1975	tasa	    7449	    4882
  1976	expertos	    7448	    4882
  1977	extranjero	    7443	    4878
  1978	diciendo	    7440	    4876
  1979	olvidar	    7428	    4868
  1980	presentes 	    7425	    4866
  1981	pensando 	    7424	    4866
  1982	esperaba 	    7421	    4864
  1983	código	    7405	    4853
  1984	cooperación 	    7398	    4849
  1985	fotografía	    7397	    4848
  1986	batalla	    7390	    4844
  1987	alternativa	    7386	    4841
  1988	nacido	    7379	    4836
  1989	árboles	    7378	    4836
  1990	penal	    7376	    4834
  1991	llena	    7371	    4831
  1992	siguió	    7363	    4826
  1993	hablaba 	    7356	    4821
  1994	turismo	    7355	    4821
  1995	papeles 	    7350	    4817
  1996	menudo  	    7347	    4815
  1997	angel	    7346	    4815
  1998	papa 	    7346	    4815
  1999	populares	    7344	    4813
  2000	estación	    7339	    4810
  2001	rápidamente 	    7337	    4809
  2002	sección 	    7329	    4804
  2003	determinado 	    7328	    4803
  2004	convertirse	    7327	    4802
  2005	global	    7327	    4802
  2006	negociación 	    7327	    4802
  2007	instrumento	    7323	    4800
  2008	dura	    7320	    4798
  2009	significado	    7320	    4798
  2010	intensidad	    7318	    4796
  2011	posterior	    7318	    4796
  2012	múltiples	    7317	    4796
  2013	gas 	    7315	    4794
  2014	nuevamente  	    7308	    4790
  2015	hierro	    7290	    4778
  2016	seguido 	    7290	    4778
  2017	once 	    7289	    4777
  2018	conseguido 	    7288	    4777
  2019	di	    7288	    4777
  2020	soledad 	    7287	    4776
  2021	mirando 	    7280	    4771
  2022	presentado 	    7278	    4770
  2023	instrumentos 	    7274	    4768
  2024	supo 	    7274	    4768
  2025	disco	    7268	    4764
  2026	festival	    7260	    4758
  2027	llegan	    7254	    4754
  2028	mezcla 	    7254	    4754
  2029	drogas 	    7253	    4754
  2030	vivienda	    7249	    4751
  2031	x	    7245	    4749
  2032	escuchar 	    7242	    4747
  2033	coronel	    7240	    4745
  2034	completamente  	    7231	    4739
  2035	ideal	    7224	    4735
  2036	cáncer 	    7214	    4728
  2037	textos	    7210	    4726
  2038	hambre 	    7207	    4724
  2039	solidaridad	    7207	    4724
  2040	vicente	    7199	    4718
  2041	continuar	    7198	    4718
  2042	porcentaje	    7198	    4718
  2043	artes	    7193	    4714
  2044	vienen	    7191	    4713
  2045	iii	    7190	    4712
  2046	villa	    7189	    4712
  2047	ah	    7188	    4711
  2048	nicaragua	    7188	    4711
  2049	hacían	    7187	    4710
  2050	lector	    7184	    4709
  2051	estructuras	    7180	    4706
  2052	venir	    7180	    4706
  2053	castillo	    7175	    4703
  2054	opción	    7175	    4703
  2055	comentó 	    7170	    4699
  2056	sindicatos	    7167	    4697
  2057	ganó 	    7160	    4693
  2058	amenaza  	    7152	    4688
  2059	representante	    7148	    4685
  2060	comerciales 	    7147	    4684
  2061	puedes 	    7146	    4684
  2062	planeta	    7142	    4681
  2063	perdió	    7136	    4677
  2064	beneficio	    7132	    4674
  2065	miami 	    7130	    4673
  2066	buscando 	    7125	    4670
  2067	sentimientos	    7124	    4669
  2068	comprar 	    7120	    4667
  2069	quedar 	    7118	    4665
  2070	accidente	    7108	    4659
  2071	ventaja	    7105	    4657
  2072	impuesto 	    7103	    4655
  2073	dejando 	    7099	    4653
  2074	distinto	    7099	    4653
  2075	tía	    7095	    4650
  2076	semejante 	    7093	    4649
  2077	españolas 	    7086	    4644
  2078	occidental	    7081	    4641
  2079	capaces 	    7078	    4639
  2080	científica	    7073	    4636
  2081	tengan 	    7070	    4634
  2082	ruido	    7065	    4631
  2083	individuos	    7064	    4630
  2084	víctima	    7062	    4629
  2085	vestido	    7061	    4628
  2086	comunista 	    7052	    4622
  2087	moda 	    7052	    4622
  2088	títulos	    7050	    4621
  2089	diagnóstico	    7047	    4619
  2090	experiencias	    7047	    4619
  2091	espejo	    7039	    4613
  2092	puente 	    7017	    4599
  2093	ingreso	    7015	    4598
  2094	sueños 	    7011	    4595
  2095	vehículo	    7008	    4593
  2096	convierte	    7002	    4589
  2097	viejos	    6994	    4584
  2098	empezar 	    6991	    4582
  2099	profesores	    6985	    4578
  2100	pasión	    6984	    4577
  2101	basta	    6977	    4573
  2102	democrático 	    6976	    4572
  2103	sintió	    6976	    4572
  2104	dijeron	    6974	    4571
  2105	comunes  	    6972	    4570
  2106	sentimiento	    6972	    4570
  2107	sentencia	    6971	    4569
  2108	estatal	    6970	    4568
  2109	madrugada  	    6967	    4566
  2110	moderna 	    6966	    4566
  2111	impacto 	    6965	    4565
  2112	complejo 	    6962	    4563
  2113	denuncia 	    6961	    4562
  2114	toro	    6959	    4561
  2115	víctor	    6958	    4560
  2116	tabla	    6947	    4553
  2117	delito	    6946	    4553
  2118	ventas	    6946	    4553
  2119	dominio 	    6944	    4551
  2120	entidades	    6943	    4551
  2121	superiores	    6942	    4550
  2122	candidatos 	    6937	    4547
  2123	gloria	    6936	    4546
  2124	índice	    6925	    4539
  2125	indios	    6913	    4531
  2126	raíz	    6908	    4528
  2127	john	    6899	    4522
  2128	xix	    6894	    4518
  2129	recordó	    6887	    4514
  2130	absoluto	    6881	    4510
  2131	agricultura	    6880	    4509
  2132	marcos 	    6877	    4507
  2133	composición 	    6876	    4507
  2134	cuándo 	    6873	    4505
  2135	joaquín	    6873	    4505
  2136	terminó	    6873	    4505
  2137	fueran	    6872	    4504
  2138	asistencia	    6870	    4503
  2139	explicación	    6867	    4501
  2140	torres	    6862	    4497
  2141	lógica	    6860	    4496
  2142	triste	    6855	    4493
  2143	avión	    6853	    4492
  2144	enfermo 	    6846	    4487
  2145	cuyas 	    6842	    4484
  2146	excepción 	    6842	    4484
  2147	habló	    6838	    4482
  2148	placer	    6836	    4480
  2149	humor 	    6832	    4478
  2150	mecanismos  	    6832	    4478
  2151	cerebro	    6831	    4477
  2152	caliente	    6830	    4476
  2153	excelente	    6829	    4476
  2154	darse	    6828	    4475
  2155	conocimientos 	    6827	    4475
  2156	príncipe	    6827	    4475
  2157	religión	    6826	    4474
  2158	ganas 	    6820	    4470
  2159	críticas	    6819	    4469
  2160	profunda	    6817	    4468
  2161	manifestaciones 	    6816	    4467
  2162	dosis	    6812	    4465
  2163	baño 	    6811	    4464
  2164	paro	    6807	    4461
  2165	profundo	    6807	    4461
  2166	conceptos 	    6803	    4459
  2167	depresión	    6802	    4458
  2168	altas	    6798	    4456
  2169	pared	    6797	    4455
  2170	liberación	    6794	    4453
  2171	estrella	    6791	    4451
  2172	duración	    6788	    4449
  2173	perro	    6786	    4448
  2174	intentar	    6785	    4447
  2175	aumentar 	    6782	    4445
  2176	asesinato	    6776	    4441
  2177	órdenes 	    6772	    4438
  2178	ignacio	    6767	    4435
  2179	roja	    6764	    4433
  2180	permiten	    6757	    4429
  2181	despacho 	    6756	    4428
  2182	añade 	    6755	    4427
  2183	poca 	    6750	    4424
  2184	recibe	    6747	    4422
  2185	muchacho  	    6739	    4417
  2186	considerado 	    6734	    4414
  2187	conversaciones 	    6730	    4411
  2188	tendrán	    6730	    4411
  2189	definición	    6721	    4405
  2190	viven	    6714	    4400
  2191	consideran 	    6710	    4398
  2192	restos	    6708	    4397
  2193	tomado 	    6708	    4397
  2194	estadio	    6703	    4393
  2195	actores	    6692	    4386
  2196	debió	    6690	    4385
  2197	conviene	    6688	    4383
  2198	errores	    6686	    4382
  2199	negros 	    6686	    4382
  2200	humanidad  	    6677	    4376
  2201	individual	    6672	    4373
  2202	hogar	    6670	    4372
  2203	conocida 	    6656	    4362
  2204	acontecimientos 	    6651	    4359
  2205	minuto 	    6651	    4359
  2206	millón	    6648	    4357
  2207	pantalla	    6648	    4357
  2208	estadounidense 	    6639	    4351
  2209	progreso	    6632	    4347
  2210	inició	    6631	    4346
  2211	pieza	    6626	    4343
  2212	firme	    6624	    4341
  2213	fundamentales 	    6621	    4339
  2214	olor	    6617	    4337
  2215	gracia	    6612	    4334
  2216	autonomía 	    6606	    4330
  2217	esencial	    6602	    4327
  2218	exige	    6600	    4326
  2219	viva	    6598	    4324
  2220	norteamericana 	    6595	    4322
  2221	nacimiento 	    6594	    4322
  2222	polvo	    6592	    4320
  2223	castilla	    6577	    4311
  2224	fundamentalmente  	    6573	    4308
  2225	impuestos 	    6572	    4307
  2226	implica	    6569	    4305
  2227	utiliza	    6556	    4297
  2228	totalidad	    6554	    4296
  2229	discusión	    6552	    4294
  2230	italiano	    6552	    4294
  2231	postura	    6542	    4288
  2232	clientes	    6533	    4282
  2233	luces	    6530	    4280
  2234	encontramos  	    6522	    4275
  2235	liberal	    6522	    4275
  2236	interno	    6521	    4274
  2237	dientes	    6519	    4273
  2238	sesenta 	    6517	    4271
  2239	exactamente  	    6505	    4263
  2240	compañero  	    6496	    4258
  2241	cuento 	    6495	    4257
  2242	virus	    6491	    4254
  2243	tareas	    6486	    4251
  2244	evaluación	    6485	    4250
  2245	máquina 	    6476	    4244
  2246	funcionario	    6472	    4242
  2247	señalar	    6471	    4241
  2248	residencia	    6470	    4241
  2249	absolutamente 	    6468	    4239
  2250	dolores	    6466	    4238
  2251	nació	    6464	    4237
  2252	sebastián	    6464	    4237
  2253	ánimo 	    6462	    4235
  2254	caminos 	    6461	    4235
  2255	torneo	    6457	    4232
  2256	acabar 	    6448	    4226
  2257	gol	    6448	    4226
  2258	fracaso	    6447	    4225
  2259	recorrido	    6444	    4223
  2260	contiene	    6439	    4220
  2261	eficacia	    6439	    4220
  2262	policías	    6436	    4218
  2263	suárez 	    6436	    4218
  2264	inglaterra	    6435	    4218
  2265	concreto	    6434	    4217
  2266	determinar	    6434	    4217
  2267	haberse 	    6429	    4214
  2268	reglas	    6427	    4212
  2269	clinton	    6425	    4211
  2270	ríos	    6420	    4208
  2271	redacción	    6419	    4207
  2272	localidad	    6414	    4204
  2273	escuelas 	    6410	    4201
  2274	distinta	    6409	    4201
  2275	seguida 	    6400	    4195
  2276	paisaje	    6398	    4193
  2277	comprobar 	    6397	    4193
  2278	numerosas  	    6393	    4190
  2279	creciente	    6392	    4189
  2280	hernández 	    6391	    4189
  2281	serían	    6389	    4187
  2282	césar	    6388	    4187
  2283	crimen 	    6387	    4186
  2284	conocía 	    6386	    4185
  2285	pintor	    6383	    4183
  2286	suya 	    6381	    4182
  2287	definitivamente	    6380	    4182
  2288	propiedades 	    6378	    4180
  2289	cierre	    6371	    4176
  2290	jueces	    6367	    4173
  2291	ofrecer	    6367	    4173
  2292	estaría	    6365	    4172
  2293	frontera	    6365	    4172
  2294	virgen	    6363	    4170
  2295	clasificación	    6350	    4162
  2296	municipales 	    6347	    4160
  2297	marina 	    6341	    4156
  2298	abuela	    6340	    4155
  2299	componentes  	    6338	    4154
  2300	adecuada 	    6337	    4153
  2301	resultó	    6331	    4149
  2302	esperando 	    6330	    4149
  2303	oscuro 	    6330	    4149
  2304	parecido	    6330	    4149
  2305	detenido	    6327	    4147
  2306	gasto	    6327	    4147
  2307	malo 	    6326	    4146
  2308	pura	    6315	    4139
  2309	investigadores	    6314	    4138
  2310	cargos 	    6312	    4137
  2311	cayó 	    6306	    4133
  2312	pasaba 	    6302	    4130
  2313	abandonar 	    6301	    4130
  2314	sierra	    6300	    4129
  2315	lima	    6293	    4124
  2316	apareció	    6291	    4123
  2317	secretaría	    6289	    4122
  2318	pausa 	    6288	    4121
  2319	prácticas	    6288	    4121
  2320	cortés	    6285	    4119
  2321	siguiendo	    6285	    4119
  2322	conclusión	    6282	    4117
  2323	habana 	    6276	    4113
  2324	convirtió	    6275	    4113
  2325	hipótesis	    6272	    4111
  2326	editorial	    6271	    4110
  2327	petróleo	    6271	    4110
  2328	estén	    6269	    4109
  2329	playa	    6267	    4107
  2330	invierno	    6265	    4106
  2331	convenio	    6260	    4103
  2332	infantil	    6254	    4099
  2333	extensión	    6248	    4095
  2334	horno	    6245	    4093
  2335	límite	    6242	    4091
  2336	elegido	    6241	    4090
  2337	concurso 	    6240	    4090
  2338	japón	    6231	    4084
  2339	probable	    6230	    4083
  2340	observar	    6227	    4081
  2341	déficit	    6226	    4081
  2342	reconoce 	    6220	    4077
  2343	anual	    6217	    4075
  2344	trabajando	    6212	    4071
  2345	responde 	    6204	    4066
  2346	tren	    6204	    4066
  2347	presidencial	    6202	    4065
  2348	vías	    6202	    4065
  2349	interesa	    6199	    4063
  2350	supremo 	    6195	    4060
  2351	enemigo 	    6192	    4058
  2352	respectivamente 	    6192	    4058
  2353	dificultad	    6181	    4051
  2354	similares	    6176	    4048
  2355	entiende	    6168	    4043
  2356	morales 	    6163	    4039
  2357	alimentación	    6162	    4039
  2358	norma 	    6157	    4035
  2359	mental 	    6154	    4033
  2360	soluciones	    6151	    4031
  2361	adecuado 	    6149	    4030
  2362	cuánto 	    6143	    4026
  2363	santos 	    6141	    4025
  2364	amistad 	    6140	    4024
  2365	derrota	    6139	    4024
  2366	consiguió	    6138	    4023
  2367	positivo	    6138	    4023
  2368	compañías  	    6137	    4022
  2369	ejecución	    6134	    4020
  2370	expresó 	    6127	    4016
  2371	embajador 	    6126	    4015
  2372	tomás 	    6125	    4014
  2373	dulce	    6119	    4010
  2374	promedio 	    6115	    4008
  2375	letras	    6113	    4006
  2376	cuesta 	    6110	    4005
  2377	academia 	    6107	    4003
  2378	mando  	    6102	    3999
  2379	costumbre 	    6098	    3997
  2380	colectivo	    6097	    3996
  2381	piedras	    6097	    3996
  2382	rasgos 	    6090	    3991
  2383	industriales	    6089	    3991
  2384	mía 	    6087	    3989
  2385	protesta	    6087	    3989
  2386	viajes	    6086	    3989
  2387	chica	    6085	    3988
  2388	periódicos	    6085	    3988
  2389	moneda  	    6083	    3987
  2390	órganos 	    6079	    3984
  2391	comunicado  	    6078	    3984
  2392	mantenimiento 	    6074	    3981
  2393	geografía	    6072	    3980
  2394	manejo 	    6072	    3980
  2395	fría	    6068	    3977
  2396	patrimonio	    6064	    3974
  2397	exclusivamente 	    6061	    3972
  2398	antiguos	    6060	    3972
  2399	universidades	    6058	    3970
  2400	frecuente	    6054	    3968
  2401	oficio	    6053	    3967
  2402	ayudar 	    6050	    3965
  2403	pedido	    6048	    3964
  2404	superar	    6045	    3962
  2405	auto	    6042	    3960
  2406	relato	    6038	    3957
  2407	unido	    6038	    3957
  2408	sentado 	    6037	    3957
  2409	quisiera	    6035	    3955
  2410	detalle	    6030	    3952
  2411	quedaron 	    6024	    3948
  2412	obligado	    6017	    3944
  2413	libres	    6015	    3942
  2414	panamá  	    6012	    3940
  2415	acabó 	    6009	    3938
  2416	aeropuerto	    6009	    3938
  2417	pobreza 	    6007	    3937
  2418	reflexión	    6004	    3935
  2419	cumbre 	    6002	    3934
  2420	imaginación 	    6000	    3932
  2421	cubano 	    5997	    3930
  2422	solar	    5997	    3930
  2423	costo	    5995	    3929
  2424	hubieran	    5994	    3928
  2425	tesis	    5994	    3928
  2426	catalán	    5990	    3926
  2427	armadas 	    5988	    3925
  2428	hice	    5977	    3917
  2429	oír	    5975	    3916
  2430	dada 	    5969	    3912
  2431	estabilidad	    5966	    3910
  2432	vaso	    5965	    3909
  2433	mecanismo  	    5960	    3906
  2434	escribe	    5958	    3905
  2435	aprender	    5957	    3904
  2436	cambiado 	    5957	    3904
  2437	bilbao	    5954	    3902
  2438	naturalmente 	    5954	    3902
  2439	comandante  	    5946	    3897
  2440	potencia	    5944	    3896
  2441	toros	    5944	    3896
  2442	puro	    5940	    3893
  2443	elegir	    5937	    3891
  2444	facultad	    5936	    3890
  2445	ocupa 	    5936	    3890
  2446	patio	    5935	    3890
  2447	recuperar	    5931	    3887
  2448	corta	    5930	    3887
  2449	pase 	    5929	    3886
  2450	necesarios 	    5925	    3883
  2451	responder 	    5922	    3881
  2452	reuniones	    5922	    3881
  2453	daño 	    5920	    3880
  2454	trabaja	    5919	    3879
  2455	promoción 	    5908	    3872
  2456	ingredientes	    5904	    3869
  2457	descubrir	    5903	    3869
  2458	viviendas	    5903	    3869
  2459	señal	    5898	    3866
  2460	clínica	    5896	    3864
  2461	tradicionales	    5894	    3863
  2462	loco	    5892	    3862
  2463	paseo 	    5880	    3854
  2464	arena	    5876	    3851
  2465	consideración	    5876	    3851
  2466	deberán 	    5876	    3851
  2467	esquema  	    5875	    3850
  2468	creado 	    5872	    3849
  2469	utilizado	    5866	    3845
  2470	establecido	    5865	    3844
  2471	concierto	    5860	    3841
  2472	manifestación	    5859	    3840
  2473	enfermos 	    5857	    3839
  2474	rechazo 	    5852	    3835
  2475	salido	    5847	    3832
  2476	dejan	    5840	    3828
  2477	israel	    5837	    3826
  2478	consciente 	    5834	    3824
  2479	propone 	    5833	    3823
  2480	manifiesto	    5832	    3822
  2481	publicado	    5832	    3822
  2482	ejemplos 	    5829	    3820
  2483	llamaba 	    5826	    3818
  2484	barco	    5825	    3818
  2485	usar	    5824	    3817
  2486	signo	    5821	    3815
  2487	afecta	    5816	    3812
  2488	árbol	    5816	    3812
  2489	riqueza	    5813	    3810
  2490	difusión	    5812	    3809
  2491	quiera	    5811	    3809
  2492	disciplina	    5809	    3807
  2493	vemos 	    5805	    3805
  2494	felicidad	    5804	    3804
  2495	mejora 	    5803	    3803
  2496	dirige	    5802	    3803
  2497	correr	    5795	    3798
  2498	dimensión 	    5793	    3797
  2499	oscar	    5793	    3797
  2500	petición	    5792	    3796
  2501	transformación	    5792	    3796
  2502	notable	    5789	    3794
  2503	pista	    5784	    3791
  2504	andalucía	    5779	    3788
  2505	marta 	    5775	    3785
  2506	realizada	    5774	    3784
  2507	aplicar	    5773	    3784
  2508	cena 	    5773	    3784
  2509	eléctrica	    5767	    3780
  2510	enviado	    5765	    3778
  2511	modos  	    5763	    3777
  2512	fortuna	    5759	    3774
  2513	conflictos	    5758	    3774
  2514	infancia	    5758	    3774
  2515	permitió	    5756	    3772
  2516	campesinos  	    5755	    3772
  2517	tercero	    5755	    3772
  2518	desea 	    5754	    3771
  2519	sida	    5753	    3771
  2520	obligación	    5752	    3770
  2521	oriente	    5752	    3770
  2522	colección	    5751	    3769
  2523	eficaz	    5751	    3769
  2524	exceso 	    5743	    3764
  2525	evidencia	    5741	    3763
  2526	poderes 	    5741	    3763
  2527	demostrar 	    5740	    3762
  2528	muestran 	    5740	    3762
  2529	protagonista	    5739	    3761
  2530	alcanza 	    5733	    3757
  2531	recuerdos 	    5728	    3754
  2532	montaña 	    5727	    3753
  2533	dictadura	    5726	    3753
  2534	observa	    5725	    3752
  2535	indígenas	    5724	    3752
  2536	pasan 	    5720	    3749
  2537	ortega	    5719	    3748
  2538	claridad	    5717	    3747
  2539	estuviera	    5717	    3747
  2540	consulta	    5715	    3746
  2541	financiero	    5714	    3745
  2542	inflación	    5713	    3744
  2543	senado 	    5711	    3743
  2544	tropas	    5711	    3743
  2545	mexicana 	    5708	    3741
  2546	correspondientes 	    5699	    3735
  2547	levantó	    5695	    3732
  2548	vuelo	    5694	    3732
  2549	imperio	    5692	    3731
  2550	gana 	    5691	    3730
  2551	agente 	    5690	    3729
  2552	respuestas 	    5682	    3724
  2553	civiles	    5677	    3721
  2554	pierde	    5676	    3720
  2555	moderno 	    5675	    3719
  2556	homenaje 	    5672	    3717
  2557	establecimiento	    5671	    3717
  2558	crea	    5669	    3715
  2559	fiestas	    5668	    3715
  2560	números 	    5668	    3715
  2561	controlar	    5667	    3714
  2562	tratando	    5667	    3714
  2563	intenta	    5665	    3713
  2564	circulación	    5659	    3709
  2565	reserva	    5659	    3709
  2566	silla	    5659	    3709
  2567	franceses	    5657	    3708
  2568	expresa 	    5653	    3705
  2569	escribió	    5651	    3704
  2570	virtud	    5646	    3700
  2571	satisfacción	    5645	    3700
  2572	huevos 	    5642	    3698
  2573	vos	    5638	    3695
  2574	descenso 	    5637	    3694
  2575	terrorismo	    5635	    3693
  2576	ecuador 	    5634	    3693
  2577	chico	    5632	    3691
  2578	segura 	    5632	    3691
  2579	contó	    5629	    3689
  2580	líderes	    5627	    3688
  2581	lentamente 	    5624	    3686
  2582	historias	    5618	    3682
  2583	galicia	    5617	    3681
  2584	acompañado  	    5615	    3680
  2585	décadas 	    5615	    3680
  2586	reconoció	    5615	    3680
  2587	hago 	    5614	    3679
  2588	apartado	    5609	    3676
  2589	feria	    5609	    3676
  2590	rueda	    5603	    3672
  2591	usuarios	    5602	    3672
  2592	útil	    5602	    3672
  2593	emilio	    5598	    3669
  2594	cumplimiento 	    5595	    3667
  2595	transición	    5595	    3667
  2596	campeón  	    5594	    3666
  2597	xx	    5592	    3665
  2598	verse	    5582	    3658
  2599	anteriormente	    5581	    3658
  2600	defender	    5581	    3658
  2601	cuáles	    5580	    3657
  2602	hecha 	    5578	    3656
  2603	remedio 	    5577	    3655
  2604	ponen 	    5576	    3654
  2605	debo 	    5573	    3653
  2606	procedimientos 	    5573	    3653
  2607	gritos	    5566	    3648
  2608	círculo	    5565	    3647
  2609	norteamericanos 	    5564	    3647
